ADDRESS,PRINCIPAL DUE, 
3645 N 13TH ST ,3230, 
3648 N 06TH ST ,3191.61, 
364R CHURCH LN ,11281.95, 
3652 N 09TH ST ,2987.17, 
3655 WHITEHALL LN ,419.17, 
366 CHURCH LN ,11281.95, 
3667 N PERCY ST ,6543.58, 
368 E WISTER ST ,3002.27, 
37 MEEHAN AVE ,4730.1, 
3706 HAVERFORD AVE ,2221.8, 
3711 JASPER ST ,8317.09, 
3712 N PERCY ST ,3921.65, 
3712 SEPVIVA ST ,8804.72, 
3713 OLD YORK RD ,1409.3, 
3715 BRANDYWINE ST ,768.55, 
3716 LANKENAU RD ,4656.33, 
3717 N 09TH ST ,1860.63, 
3719 OLD YORK RD ,43458.37, 
372 MECHANIC ST ,1691.49, 
3721 N 05TH ST ,7444.13, 
3722 FRANKFORD AVE ,4250.16, 
3722 N 16TH ST ,5310.53, 
3723 N 05TH ST ,6745.65, 
3725 MELON ST ,3567.88, 
3725 N PERCY ST ,1582.24, 
3726 N SYDENHAM ST ,6261.9, 
3728 MELON ST ,2664.73, 
3729 N DELHI ST ,4748.07, 
3730 N 18TH ST ,6569.59, 
3731 N 06TH ST ,1308.28, 
3734 N 15TH ST ,2493.99, 
3735 ASPEN ST ,1634.28, 
3735 N 18TH ST ,12343.01, 
3736 N 15TH ST ,5658.62, 
3736 N PERCY ST ,1333.51, 
3737 FAIRMOUNT AVE ,3377.24, 
3740 N FRANKLIN ST ,6203.39, 
3742 N 09TH ST ,2430.79, 
3742 N PARK AVE ,4537.98, 
3743 N 08TH ST ,3084.44, 
3744 N 07TH ST ,6208.07, 
3746 N 09TH ST ,4637.58, 
3746 N PARK AVE ,2685.41, 
3748 N 18TH ST ,8101.42, 
3749 N 15TH ST ,3350.96, 
3753 N RANDOLPH ST ,1783.31, 
3754 N DELHI ST ,2562.49, 
3754 N FRANKLIN ST ,0, 
3754 N MARSHALL ST ,3657.42, 
3755 N 07TH ST ,4951.82, 
3759 N DELHI ST ,4342.89, 
3760 N 09TH ST ,2267.99, 
38 S 48TH ST ,6936.93, 
3800 POPLAR ST ,1419.93, 
3800 WYALUSING AVE ,646.7, 
3801 LANCASTER AVE ,16446.96, 
3801 LANCASTER WLK ,16446.96, 
3801 N DARIEN ST ,960.87, 
3802 FAIRMOUNT AVE ,5079.21, 
3803 ARCHER ST ,401.25, 
3806 ARCHER ST ,3338.69, 
3806 N 06TH ST ,1353.57, 
3807 CAMBRIDGE ST ,6588.64, 
3809 N PERCY ST ,4137.21, 
3810 ARCHER ST ,4498.97, 
3810 N 18TH ST ,13788.95, 
3810 N SMEDLEY ST ,6243.9, 
3812 N PERCY ST ,1964.47, 
3814 N 17TH ST ,5283.56, 
3814 N GRATZ ST ,4163.18, 
3815 N 08TH ST ,2309.88, 
3816 N PARK AVE ,4704.24, 
3817 BARING ST ,5989.09, 
3817 N FRANKLIN ST ,3417.16, 
3818 N SMEDLEY ST ,5874.7, 
3818 W GIRARD AVE ,1620.21, 
3818 WALLACE ST ,1233.69, 
3819 FOLSOM ST ,1136.37, 
3820 N PERCY ST ,353.78, 
3821 ASPEN ST ,2785.04, 
3822 ARCHER ST ,14.32, 
3823 N 16TH ST ,5503.64, 
3825 N GRATZ ST ,16735.13, 
3826 ASPEN ST ,564.93, 
3826 N DELHI ST ,1756.47, 
3826 WYALUSING AVE ,1942.73, 
3828 N 08TH ST ,4325.05, 
3828 WYALUSING AVE ,3251.79, 
3829 ARCHER ST ,0, 
3830 MOUNT VERNON ST ,1772.28, 
3831 CAMBRIDGE ST ,4285, 
3831 N 08TH ST ,6396.57, 
3832 CAMBRIDGE ST ,3336.33, 
3832 LANCASTER AVE ,15852.32, 
3832 LANCASTER WLK ,15852.32, 
3832 WYALUSING AVE ,4601.87, 
3833 CAMBRIDGE ST ,2705.27, 
3833 N DARIEN ST ,1508.67, 
3835 ARCHER ST ,3597.82, 
3835 BROWN ST ,455.17, 
3836 FOLSOM ST ,2262.6, 
3837 MELON ST ,3765.69, 
3837 N 16TH ST ,8202.55, 
3837 N BROAD ST ,3078.47, 
3837 N PERCY ST ,3004.48, 
3837 WALLACE ST ,6033.59, 
3839 N BROAD ST ,6494.35, 
3841 N 08TH ST ,187.98, 
3841 N FAIRHILL ST ,289.77, 
3841 POPLAR ST ,1957.81, 
3842 FAIRMOUNT AVE ,6031.4, 
3844 N 13TH ST ,1268.16, 
3844 N FRANKLIN ST ,3736.14, 
3844 OLIVE ST ,2419, 
3846 PARRISH ST ,1541.95, 
3847 N 13TH ST ,9145.35, 
3848 N 08TH ST ,5075.29, 
3851 FOLSOM ST ,1629.59, 
3851 HAVERFORD AVE ,130.16, 
3852 CAMBRIDGE ST ,940.89, 
3853 BRANDYWINE ST ,2042.36, 
3853 OLIVE ST ,5185.59, 
3855 N 07TH ST ,5610.6, 
3856 N 13TH ST ,5819.76, 
3857 N DELHI ST ,2807.02, 
3859 FOLSOM ST ,1272.14, 
3859 N 16TH ST ,13338.71, 
3859 N BROAD ST ,2152.8, 
3860 OLIVE ST ,3402.1, 
3860 POPLAR ST ,5406.95, 
3861 N PERCY ST ,2861.96, 
3862 TERRACE ST ,20539.49, 
3865 MELON ST ,1240.06, 
3866 ARCHER ST ,4524.77, 
3867 JASPER ST ,916.29, 
3874 ARCHER ST ,1390.52, 
3875 KENSINGTON AVE ,197137.79, 
3877 MANOR ST ,1277.43, 
3885 MANOR ST ,1277.43, 
3887 MANOR ST ,1277.43, 
3889 MANOR ST ,1277.43, 
3891 MANOR ST ,1277.43, 
39 W DUVAL ST ,12637.49, 
3900 N 06TH ST ,10924.38, 
3901 CAMBRIDGE ST ,8303.89, 
3902 W GIRARD AVE ,2959.91, 
3903 ASPEN ST ,8942.34, 
3904 FAIRMOUNT AVE ,3198.76, 
3904 W GIRARD AVE ,2307.87, 
3905 FOLSOM ST ,3481.2, 
3906 FAIRMOUNT AVE ,3040.14, 
3906 W GIRARD AVE ,2237.7, 
3907 N FAIRHILL ST ,0, 
3911 N DARIEN ST ,2782.45, 
3912 ARCADIA ST ,2448.58, 
3912 ASPEN ST ,1780.85, 
3913 GLENDALE ST ,7543.04, 
3913 MELON ST ,2777.33, 
3915 N 08TH ST ,5454.14, 
3919 WILLOW ST ,1015.76, 
3920 RICHMOND ST ,10834.48, 
3921 N PERCY ST ,2694.6, 
3923 N DARIEN ST ,7580.26, 
3924 N DELHI ST ,1816.4, 
3925 ASPEN ST ,8816.69, 
3926 CORAL ST ,9605.8, 
3926 MOUNT VERNON ST ,7295.89, 
3927 N 07TH ST ,3898.7, 
3927 PRISCILLA ST ,5834.46, 
3929 GERMANTOWN AVE ,6813.78, 
3932 RENO ST ,2677.37, 
3934 BROWN ST ,7719.59, 
3934 N SMEDLEY ST ,11956.65, 
3935 N 06TH ST ,4183.68, 
3935 N 17TH ST ,3925.45, 
3936 PRISCILLA ST ,38.02, 
3937 N 09TH ST ,2693.26, 
3939 PRISCILLA ST ,6460.14, 
3940 ELSER ST ,3935.3, 
3940 WALLACE ST ,3158.77, 
3948 DELL ST ,3426.93, 
3950 N 07TH ST ,5513.89, 
3955 N 17TH ST ,7453.01, 
3955 N BROAD ST ,24300.85, 
3955 N DARIEN ST ,757.53, 
3955 WYALUSING AVE ,4282.16, 
3956 N 05TH ST ,6768.22, 
3956 PENNSGROVE ST ,5825.63, 
3958 N 05TH ST ,5115.45, 
3958 N DELHI ST ,4913.61, 
3961 N 17TH ST ,3925.45, 
3961 WYALUSING AVE ,2058.83, 
3965 ELSER ST ,4989.7, 
3973 RENO ST ,3662.29, 
3974 GERMANTOWN AVE ,5764.7, 
3974 RENO ST ,1507.34, 
4 SOLAR WAY ,929.29, 
40 DEARBORN ST ,6708.48, 
40 E SPRINGER ST ,10104.95, 
40 N 53RD ST ,10091.14, 
40 S 59TH ST ,865.42, 
40 W SHARPNACK ST ,9663.13, 
400 W COURTLAND ST ,3479.24, 
4000 CARTERET DR ,6846.45, 
4001 N LAWRENCE ST ,32199.46, 
4003 HAVERFORD AVE ,4364.04, 
4006 N 07TH ST ,6211.86, 
4007 OLD YORK RD ,6499.24, 
4009 HAVERFORD AVE ,3749.19, 
401 KRAMS AVE ,16190.18, 
401 W ANNSBURY ST ,5371.38, 
4010 N 13TH ST ,713.96, 
4012 N 06TH ST ,2630.85, 
4015 HAVERFORD AVE ,1200.85, 
4019 WYALUSING AVE ,1585.32, 
402 W RAYMOND ST ,3633.66, 
4020 WHITAKER AVE ,0, 
4022 GREEN ST ,8990.88, 
4023 N FAIRHILL ST ,6688.28, 
4023 OLD YORK RD ,1936.17, 
4025 N FAIRHILL ST ,1415.41, 
4025 POWELTON AVE ,5106.01, 
4025 W GIRARD AVE ,2459.62, 
4028 WESTMINSTER AVE ,838.88, 
4029 N FRANKLIN ST ,3473.8, 
403 N 55TH ST ,1559.28, 
4030 GREEN ST ,5071.48, 
4032 W GIRARD AVE ,2182.29, 
4034 ROBBINS ST ,8189.94, 
4034 W GIRARD AVE ,2750.05, 
4036 CAMBRIDGE ST ,1102.5, 
4036 N 08TH ST ,4812.72, 
4037 BROWN ST ,7108.83, 
4038R PECHIN ST ,3106.41, 
4040 E ROOSEVELT BLV ,4843.94, 
4041 N REESE ST ,10624.27, 
4041 W GIRARD AVE ,3361.66, 
4042 N FRANKLIN ST ,4440.96, 
4049 N FRANKLIN ST ,3325.53, 
405 W QUEEN LN ,1504.97, 
4051 N DARIEN ST ,3110.89, 
4051 N FAIRHILL ST ,3496.99, 
4051 ORMOND ST ,0, 
4052R POWELTON AVE ,110.49, 
4055 RICHMOND ST ,2591.86, 
4058 N 12TH ST ,5428.27, 
4060 ASPEN ST ,3382.39, 
4063 N MARSHALL ST ,1583.96, 
4066 POWELTON AVE ,2310.64, 
407 E ROCKLAND ST ,9561.85, 
407 E SOMERSET ST ,1659.94, 
407 MOORE ST ,0, 
407 W COURTLAND ST ,5884.16, 
407 W QUEEN LN ,2103.61, 
408 S 62ND ST ,7567.21, 
408 W COURTLAND ST ,4096.52, 
408 W FISHER AVE ,7925.1, 
408 W QUEEN LN ,5321.23, 
409 E PENN ST ,7105.46, 
4090 OLIVE ST ,2540.72, 
4090R E ROOSEVELT BLV ,198.28, 
41 N 62ND ST ,863.92, 
41 N FRAZIER ST ,3077.58, 
410 W PENN ST ,978.98, 
4100 N 08TH ST ,7189.32, 
4100 N FAIRHILL ST ,3526.67, 
4105 N 09TH ST ,2390.8, 
4108 BARING ST ,25.43, 
411 E PENN ST ,4228.01, 
411 W WELLENS ST ,3744.27, 
4110 OGDEN ST ,5304.03, 
4112 N BROAD ST ,5153.48, 
4114 W GIRARD AVE ,1895.7, 
4115 N DARIEN ST ,3486.05, 
4116 POWELTON AVE ,4199.23, 
4117 LEIDY AVE ,5710.11, 
4117 TYSON AVE ,6825.75, 
4118 N DARIEN ST ,6798.35, 
412 N 60TH ST ,2367.33, 
412 WATKINS ST ,5813.04, 
4123 W GIRARD AVE ,6258.82, 
4124 PARRISH ST ,3306.1, 
4125 N BROAD ST ,2455.16, 
4125 N FRANKLIN ST ,5291.6, 
4127 CAMBRIDGE ST ,1003.14, 
4128 POPLAR ST ,544.2, 
4128 POPLAR ST ,2813.4, 
413 N 41ST ST ,12841.39, 
413 S 44TH ST ,17491.12, 
4130 N DARIEN ST ,965.79, 
4130 POPLAR ST ,544.2, 
4132 N 05TH ST ,5362.5, 
4133 N REESE ST ,2290.41, 
4134 OGDEN ST ,2685.6, 
4136 POPLAR ST ,544.2, 
4138 LANCASTER AVE ,24758.76, 
4138 LANCASTER WLK ,24758.76, 
414 DIAMOND ST ,304.44, 
414 MANHEIM ST ,1178.58, 
414 N ROBINSON ST ,11797.44, 
4144 N FAIRHILL ST ,8591.24, 
4145 N 09TH ST ,1377.47, 
4146 PECHIN ST ,18173.44, 
4146 POPLAR ST ,544.2, 
415 N 64TH ST ,6851.79, 
415 W COURTLAND ST ,3871.55, 
4152 ORCHARD ST ,769.08, 
4152 W GIRARD AVE ,1051.69, 
4153 CAMBRIDGE ST ,3024.58, 
4153 GERMANTOWN AVE ,0, 
4154 N FRANKLIN ST ,2916.53, 
4158 N DARIEN ST ,5958.09, 
416 DIAMOND ST ,304.44, 
416 S 62ND ST ,5253.4, 
4160 POPLAR ST ,544.2, 
4161 MANTUA AVE ,2188.34, 
4162 POPLAR ST ,544.2, 
4168 LEIDY AVE ,3699.4, 
4168 POPLAR ST ,544.2, 
417 N 64TH ST ,15823.86, 
417 W CHAMPLOST AVE ,7417.44, 
4172 TACOMA ST ,7432.74, 
4174 LEIDY AVE ,6171.95, 
4179 LEIDY AVE ,4633.19, 
418 N 58TH ST ,0, 
419 W WINGOHOCKING ST ,12219.52, 
420 CHURCH LN ,18900.09, 
420 GREENWICH ST ,6936.59, 
420 N 53RD ST ,9181.4, 
420 N REDFIELD ST ,0, 
4200 W GIRARD AVE ,8573.36, 
4203 N 09TH ST ,718.61, 
4206 PARKSIDE AVE ,34466.24, 
4206 WELSH RD ,2640.11, 
4206 WESTMINSTER AVE ,4486.05, 
4206 WHITAKER AVE ,392.97, 
4207 N 06TH ST ,1947.73, 
4207 N 09TH ST ,733.82, 
4207 N PENN ST ,7631.58, 
4208 POWELTON AVE ,294.04, 
4209 VIOLA ST ,6365.55, 
421 N 40TH ST ,5390.51, 
4210 ELSINORE ST ,14260.06, 
4210 W GIRARD AVE ,1765.23, 
4210 WYALUSING AVE ,423.8, 
4211 CHESTNUT ST ,9441.71, 
4212 W GIRARD AVE ,1765.23, 
4213 N 09TH ST ,733.82, 
4214 W GIRARD AVE ,1765.23, 
4215 ORMOND ST ,5456.24, 
4216 W GIRARD AVE ,1765.23, 
4218 OTTER ST ,1189.06, 
4218 W GIRARD AVE ,1765.23, 
4219 ASPEN ST ,2431.8, 
4219 VIOLA ST ,5122.06, 
422 N ROBINSON ST ,8082.17, 
422 N SALFORD ST ,4845.85, 
422 S 60TH ST ,7065.57, 
4220 N 06TH ST ,1889.32, 
4220 OGDEN ST ,7915.56, 
4220 W GIRARD AVE ,1765.23, 
4221 ADAMS AVE ,6153, 
4221 OLIVE ST ,640.9, 
4221 POWELTON AVE ,4725.98, 
4222 N HICKS ST ,4774.48, 
4222 OLIVE ST ,640.9, 
4222 W GIRARD AVE ,1765.23, 
4223 WAYNE AVE ,19025.02, 
4224 OGDEN ST ,5425.53, 
4224 W GIRARD AVE ,1765.23, 
4224 WALLACE ST ,2120.92, 
4225 N REESE ST ,2110.93, 
4226 N 05TH ST ,33400.94, 
4226 N 07TH ST ,1017.94, 
4226 OTTER ST ,1030.76, 
4226 W GIRARD AVE ,1765.23, 
4228 ASPEN ST ,1379.04, 
4228 LANCASTER AVE ,4643.48, 
4228 LANCASTER WLK ,4643.48, 
4228 W GIRARD AVE ,1765.23, 
4229 VISTA ST ,5599.62, 
423 N 40TH ST ,3468.43, 
423 N 60TH ST ,1818.78, 
4230 VIOLA ST ,4201.26, 
4231 W STILES ST ,4076.32, 
4232 VIOLA ST ,4201.26, 
4233 N 15TH ST ,5430.92, 
4238 N SYDENHAM ST ,541.51, 
4238 PAUL ST ,8260.94, 
424 S 60TH ST ,1430.9, 
424 W BERKS ST ,7979.04, 
4240 N CARLISLE ST ,2457.89, 
4241 FAIRMOUNT AVE ,3142.77, 
4245 LANCASTER AVE ,12446.35, 
4245 LANCASTER WLK ,12446.35, 
4246 PARKSIDE AVE ,32386.1, 
4247 MILL ST ,4403.6, 
4247 N 16TH ST ,8747.77, 
4248 N 15TH ST ,7173.05, 
4249 N 16TH ST ,240.26, 
425 E SOMERSET ST ,4287.2, 
425 N SICKELS ST ,1675.41, 
425 S 60TH ST ,1969.25, 
425 W RUSCOMB ST ,6510.12, 
425 W WINGOHOCKING ST ,5511.2, 
4254 FRANKFORD AVE ,8053.76, 
4254 PARKSIDE AVE ,2610.92, 
4258 FRANKFORD AVE ,2549.92, 
426 N 38TH ST ,37.2, 
426 N 54TH ST ,4375.78, 
426 N SALFORD ST ,3595.5, 
426 S 52ND ST ,1650.58, 
426 W GIRARD AVE ,4922.21, 
426 WATKINS ST ,645.6, 
426 WIOTA ST ,1534.88, 
4261 VIOLA ST ,705.42, 
4262 FRANKFORD AVE ,1454.94, 
4263 N 08TH ST ,4146.76, 
427 N GROSS ST ,3764.5, 
4273 GRISCOM ST ,4070.94, 
428 E HAINES ST ,3141.23, 
428 N 52ND ST ,5428.79, 
428 W GIRARD AVE ,3738.8, 
4287 PAUL ST ,6145.46, 
430 N 60TH ST ,2953.96, 
430 SIGEL ST ,792.52, 
4301 N 07TH ST ,3978.5, 
4301 N DELAWARE AVE A,0, 
4303 HAVERFORD AVE ,9120.09, 
431 E AUBURN ST ,4976.6, 
431 E CAMBRIA ST ,2554.98, 
4310 BROWN ST ,5944.46, 
4311 E ROOSEVELT BLV ,3302.48, 
4311 FAIRMOUNT AVE ,2852, 
4313 FAIRMOUNT AVE ,2852, 
4313 FAIRMOUNT AVE ,3994.76, 
4314 N 08TH ST ,3152.65, 
4314 OLD YORK RD ,3374.65, 
4315 FAIRMOUNT AVE ,2852, 
4316 OTTER ST ,489.05, 
4317 FAIRMOUNT AVE ,2852, 
4317 N 05TH ST ,4175.67, 
4318 STILES ST ,8556.48, 
4319 RHAWN ST ,21028.81, 
432 N 53RD ST ,3034.89, 
432 W CAREY ST ,4205.73, 
4323 E ROOSEVELT BLV ,1210.23, 
4324 FRANKFORD AVE ,8460.25, 
4327 E ROOSEVELT BLV ,1210.23, 
4328 BROWN ST ,924.98, 
4329 ORCHARD ST ,2144.95, 
433 E CLEARFIELD ST ,2844.57, 
433 E SHARPNACK ST ,7785.85, 
433 UNION ST ,4404.98, 
4331 DEVEREAUX AVE ,7335.72, 
4339 BROWN ST ,1436.19, 
434 W AIRDRIE ST ,1361.82, 
434 W GLENWOOD AVE ,1575.42, 
4343 N MARSHALL ST ,0, 
4345 JOSEPHINE ST ,8735.32, 
435 MILLER ST ,2134.59, 
435 W SOMERSET ST ,1712.57, 
4351 N 06TH ST ,2980.11, 
4355 N 09TH ST ,7692.81, 
436 N 33RD ST ,516.07, 
436 S 54TH ST ,5147.85, 
436 W CAREY ST ,3063.35, 
4361 WAYNE AVE ,3563.68, 
4363 FRANKFORD AVE ,21880.27, 
438 N 63RD ST ,16534.12, 
438 N 64TH ST ,4560.12, 
438 W CAYUGA ST ,1820.53, 
439 N SIMPSON ST ,3994.59, 
439 W HEWSON ST ,205.03, 
44 MANHEIM ST ,7281.21, 
44 N 56TH ST ,7609.8, 
44 N LINDENWOOD ST ,6459.79, 
44 S CECIL ST ,5318.83, 
440 N 15TH ST ,0, 
440 W AIRDRIE ST ,1136.17, 
440 W PENN ST ,3829.51, 
440 WIOTA ST ,2373.9, 
4400 N 07TH ST ,2980.11, 
4401 BROWN ST ,1281.83, 
4401 N 09TH ST ,1753.16, 
4408 N 07TH ST ,4677.06, 
441 W NORRIS ST ,0, 
4413 N CLEVELAND ST ,4998.85, 
4418 I ST ,2988.38, 
4419 FRANKFORD AVE ,12.18, 
4419 N CLEVELAND ST ,2462.53, 
442 W FISHER AVE ,4250.34, 
4421 N 09TH ST ,8842.97, 
4423 N GRATZ ST ,2250.38, 
4424 FRANKFORD AVE ,5452.02, 
4424 OLD YORK RD ,0, 
4426 OLD YORK RD ,9511.75, 
4427 N CLEVELAND ST ,3612.22, 
4427 N FRANKLIN ST ,6911.92, 
4430 N ORIANNA ST ,3492.62, 
4434 KENDRICK ST ,6543.25, 
4434 N 18TH ST ,7187.51, 
4435 N 18TH ST ,11941, 
4438 GRISCOM ST ,1050.26, 
444 E ELKHART ST ,352.77, 
444 MARKLE ST ,8926.05, 
4440 GRISCOM ST ,1050.26, 
4444 GRISCOM ST ,2534.66, 
4444 N GRATZ ST ,4080.43, 
4447 N 20TH ST ,4956.28, 
4447 N CLEVELAND ST ,3780.27, 
4448 N CLEVELAND ST ,3884.97, 
4451 N 20TH ST ,10808.74, 
4451 N CLEVELAND ST ,4452.12, 
4452 N FRANKLIN ST ,2825.63, 
4453 N GRATZ ST ,5853.23, 
446 W BUTLER ST ,5469.63, 
4460 N 20TH ST ,7097.98, 
4464 N 17TH ST ,3171.96, 
4465 N 19TH ST ,3456.71, 
4468 N 17TH ST ,6608.03, 
447 E ONTARIO ST ,2130.47, 
448 S 50TH ST ,1457.11, 
45 N PEACH ST ,1589.26, 
45 NARRAGANSETT ST ,8386.73, 
45 W HAINES ST ,16973.27, 
450 S 50TH ST ,8709.36, 
4500 N UBER ST ,14604.95, 
4501 STENTON AVE ,3016.29, 
4502 N 17TH ST ,3275.11, 
4504 HURLEY ST ,8622.8, 
4504 N REESE ST ,3173.31, 
4505 PARRISH ST ,190.51, 
4506 N BROAD ST ,15124.45, 
4507 N 16TH ST ,8661.15, 
4507 N 17TH ST ,5400.83, 
4509 HEDGE ST ,5697.04, 
4511 N 03RD ST ,1097.65, 
4511 N BROAD ST ,14093.56, 
4512 N 17TH ST ,1610.68, 
4512 N COLORADO ST ,8017.36, 
4513 N BOUVIER ST ,1124.96, 
4517 BAKER ST ,602.15, 
4517 KINGSESSING AVE ,44135.54, 
4517 N HICKS ST ,8617.72, 
4518 N GRATZ ST ,5230.67, 
4518 RISING SUN AVE ,5684.06, 
4519 KINGSESSING AVE ,5644.74, 
452 CANTRELL ST ,874.73, 
452 W BRINGHURST ST ,7636.6, 
4520 FRANKFORD AVE ,4216.99, 
4520 N 19TH ST ,6004.26, 
4520 N UBER ST ,1726.48, 
4521 FERNHILL RD ,7547.66, 
4521 N CAMAC ST ,6606.8, 
4521 OLD YORK RD ,0, 
4521 WORTH ST ,11306.25, 
4522 N 15TH ST ,9274.91, 
4522 N UBER ST ,857.6, 
4523 N UBER ST ,10893.74, 
4525 N 20TH ST ,3373.83, 
4525 WALNUT ST ,0, 
4525 WAYNE AVE ,0, 
4527 FERNHILL RD ,8579.55, 
4527 N 19TH ST ,4605.32, 
4527 N BOUVIER ST ,4433.7, 
4528 BERMUDA ST ,5755.68, 
4529 FERNHILL RD ,14683.13, 
4529 GERMANTOWN AVE ,7951.9, 
4529 PARRISH ST ,7660.65, 
4529 WAYNE AVE ,4548.96, 
453 DURFOR ST ,12082.68, 
453 E PRICE ST ,2165.36, 
4534 N COLORADO ST ,12673.77, 
4535 GREENE ST ,8358.84, 
4535 N MARVINE ST ,3325.31, 
4536 GREENE ST ,2804.02, 
4536 PALETHORP ST ,1844, 
4537 GREENE ST ,1860.11, 
4537 N 18TH ST ,3887.99, 
4537 N COLORADO ST ,6028.26, 
4538 N 17TH ST ,10119.37, 
4538 SANSOM ST ,9505.44, 
4539 N CARLISLE ST ,10985.42, 
4540 MILLER ST ,36351.96, 
4540 N 17TH ST ,10016.42, 
4541 N 19TH ST ,8845.79, 
4545 N MARVINE ST ,100.6, 
4546 WAYNE AVE ,2338.04, 
4547 N MOLE ST ,489.62, 
4548 WAYNE AVE ,1196.93, 
4549 N 19TH ST ,6365.86, 
4550 N MARVINE ST ,1955.94, 
4553 N 18TH ST ,6.52, 
4555 N MARVINE ST ,7165.74, 
4558 BOONE ST ,6301.87, 
4558 N 13TH ST ,11788.62, 
4559 N 18TH ST ,4846.1, 
456 N 52ND ST ,4293.13, 
4560 N 16TH ST ,7722.53, 
4561 DITMAN ST ,2352.82, 
4565 MILNOR ST ,3150.37, 
4565 TACKAWANNA ST ,10427.47, 
4565 TORRESDALE AVE ,9873.08, 
458 E ELKHART ST ,2122.85, 
4582 MITCHELL ST ,14356.34, 
459 W FISHER AVE ,3434.97, 
46 N HOBART ST ,141.08, 
4600 RICHMOND ST ,0, 
4601 LANCASTER AVE ,1281.63, 
4601 LANCASTER WLK ,1281.63, 
4601 LONGSHORE AVE ,13029.97, 
4601 N 12TH ST ,2794.2, 
4601 N FRONT ST ,1482.07, 
4601 N MARVINE ST ,11308.22, 
4605 GERMANTOWN AVE ,3254.81, 
4606 PENHURST ST ,17145.5, 
4606 WOODLAND AVE ,11286.75, 
4609 HOWELL ST ,4271.75, 
4610 MELROSE ST ,6415.99, 
4613 GERMANTOWN AVE ,2818.37, 
4624 MERION AVE ,1388.33, 
4625 C ST ,3251.93, 
4625 SANSOM ST ,1056.23, 
4625 WAYNE AVE ,17274.45, 
4626 LANCASTER AVE ,38238.64, 
4626 LANCASTER WLK ,38238.64, 
4626 MARKET ST ,18655.16, 
4629 GERMANTOWN AVE ,2121.18, 
4629 GREENE ST ,5113.88, 
463 MOYER ST ,4970.38, 
4632 WESTMINSTER AVE ,2612.6, 
4636 N CAMAC ST ,6597.66, 
4636 PASCHALL AVE ,980.19, 
4637 EDMUND ST ,3929.19, 
4637 N MARVINE ST ,12349.63, 
4638 PASCHALL AVE ,980.19, 
4639 HORROCKS ST ,13099.08, 
4640 PASCHALL AVE ,980.19, 
4641 BOUDINOT ST ,3817.52, 
4644 N 05TH ST ,7461.82, 
4647 N 05TH ST ,2583.21, 
4648 EDMUND ST ,1360.33, 
4649 N 16TH ST ,9805.46, 
4651 N 16TH ST ,9497.13, 
4653 N 16TH ST ,12402.68, 
4654 N WARNOCK ST ,913.33, 
4655 LOCUST ST ,11297.61, 
4656 BOUDINOT ST ,3435.13, 
4667 FRANKFORD AVE ,6194.6, 
4667 OAKLAND ST ,6757.91, 
4680 CANTON ST ,1306.69, 
4683 HAWTHORNE ST ,5311.09, 
47 N CONESTOGA ST ,1778.39, 
4703 HAWTHORNE ST ,2975.19, 
4703 OLD YORK RD ,8389.08, 
4704 E ROOSEVELT BLV ,850.21, 
4704 HAZEL AVE ,9681.45, 
4708 HAZEL AVE ,6820.82, 
4713 N 09TH ST ,1331.05, 
4717 BINGHAM ST ,15643.49, 
4718 N MARVINE ST ,11549.62, 
4719 OLD YORK RD ,6485.66, 
4725 BINGHAM ST ,15643.49, 
4725 N MARVINE ST ,8985.4, 
4726 FRANKFORD AVE ,61518.4, 
4726 OXFORD AVE ,16716.09, 
4728 N 11TH ST ,7922.42, 
4732 LARGE ST ,3409.89, 
4734 DARRAH ST ,8613.76, 
4734 HAWTHORNE ST ,135.31, 
4738 D ST ,9554.4, 
4738 UPLAND ST ,6746.83, 
474 N 50TH ST ,865.19, 
4741 BINGHAM ST ,15643.49, 
4741 WHITAKER AVE ,3619.87, 
4745 A ST ,0, 
4747 BINGHAM ST ,15643.49, 
4747 UPLAND ST ,4008.55, 
4749 BINGHAM ST ,15643.49, 
4749 N 07TH ST ,201.69, 
4750 N BROAD ST ,17449.87, 
4751 BINGHAM ST ,15643.49, 
4757 BINGHAM ST ,15643.49, 
4759 BINGHAM ST ,15643.49, 
4765 BINGHAM ST ,15643.49, 
4768 TACONY ST ,5740.81, 
4771 TACONY ST ,14646.55, 
4773 GARDEN ST ,0, 
4800 KNORR ST ,14293.11, 
4800 LANCASTER AVE ,13280.81, 
4800 LANCASTER WLK ,13280.81, 
4800 MARKET ST ,12049.66, 
4800 N 09TH ST ,4570.24, 
4800 N CAMAC ST ,9202.2, 
4801 FAIRMOUNT AVE ,4058.12, 
4801 N 10TH ST ,5231, 
4801 N HUTCHINSON ST ,3106.68, 
4802 SPRINGFIELD AVE ,20873.11, 
4807 ASHBURNER ST A,281.86, 
4809 CHESTER AVE ,2448.84, 
481 E PENN ST ,5275.32, 
4810 N HUTCHINSON ST ,6344.17, 
4810 PASCHALL AVE ,5628.27, 
4811 PARRISH ST B,8249.53, 
4812 N 12TH ST ,9771.26, 
4814 N 10TH ST ,2226.22, 
4814 WESTMINSTER AVE ,2650.34, 
4816 N 12TH ST ,1788.23, 
4817 N FRONT ST ,12395.91, 
4818 N 07TH ST ,379.32, 
4818 N FRANKLIN ST ,3322.73, 
4819 KNOX ST ,3619.77, 
482 PINEWOOD RD ,4563.94, 
4820 DARRAH ST ,9275.14, 
